,Precio,Metros Cuadrados,Habitaciones,Baños,Parqueadero,Estrato,Localidad,Barrio,Contacto,Robo_Personas,Homicidios
2751,210000000,144,3.0,2,,2, Rafael Uribe Uribe,Diana Turbay - San Agustín,0,2805,69
2752,140000000,49,2.0,1,,1, Usme,Santa Marta II Sector,0,1646,51
2753,95000000,72,3.0,1,No,2, Usme,Puerta Al Llano,0,1646,51
2754,145000000,48,2.0,1,Si,2, Usme,Santa Marta II Sector,0,1646,51
2755,100000000,72,2.0,1,No,1, Usme,Compostela I,0,1646,51
2756,110000000,48,3.0,1,Si,2, Usme,Centro Usme,0,1646,51
2757,330000000,101,4.0,3,,2, Usme,El Bosque,0,1646,51
2758,2000000000,198,3.0,4,,6, Usme,Tenerife II Sector,0,1646,51
2759,220000000,25,6.0,3,No,2, San Cristóbal,Altamira Sector San José,0,2365,48
2760,145000000,72,2.0,2,,1, Usme,La Fiscala,0,1646,51
2761,110000000,111,6.0,2,No,2, Usme,Portal De Oriente,0,1646,51
2762,105000000,72,3.0,2,,4, San Cristóbal,Nueva Delhi,0,2365,48
2763,135000000,49,2.0,1,,2, Usme,Santa Marta II Sector,0,1646,51
2764,250000000,84,3.0,2,,2, Rafael Uribe Uribe,La Marqueza,0,2805,69
2765,120000000,48,3.0,1,,2, San Cristóbal,La Arboleda,0,2365,48
2766,110000000,52,3.0,1,,2, Usme,Duitama,0,1646,51
2767,312000000,74,4.0,2,,3, San Cristóbal,La Victoria,15800461,2365,48
2768,380000000,140,8.0,4,,2, Usme,Santa Librada,0,1646,51
2769,140000000,48,3.0,1,,2, Rafael Uribe Uribe,Los Chircales,0,2805,69
2770,220000000,250,5.0,2,,2, San Cristóbal,Villa Begonia,0,2365,48
2771,407000000,99,3.0,2,,4, Usme,La Fortaleza,0,1646,51
2772,220000000,265,9.0,4,,2, Usme,Gran Yomasa I,0,1646,51
2773,180000000,144,1.0,1,Si,2, San Cristóbal,Los Libertadores,3204865710,2365,48
2774,80000000,105,3.0,1,No,2, Ciudad Bolívar,Esmeralda,3132793320,3591,156
2775,380000000,280,7.0,4,No,2, San Cristóbal,San Martín De Loba,3173733861,2365,48
2776,63000000,38,2.0,1,,3, Usme,El Virrey,973112974447,1646,51
2777,180000000,67,3.0,2,,2, Usme,Chuniza I,0,1646,51
2778,150000000,54,3.0,2,No,2, San Cristóbal,Nueva Delhi Parte Alta,0,2365,48
2779,200000000,60,3.0,2,No,2, Tunjuelito,Abraham Lincoln,0,1736,21
2780,200000000,72,7.0,2,No,1, Ciudad Bolívar,Los Urapanes,0,3591,156
2781,85000000,43,2.0,1,No,1, Usme,Villas Del Edén,0,1646,51
2782,100000000,43,2.0,1,Si,1, Usme,El Bosque Sur Oriental,0,1646,51
2783,180000000,140,3.0,1,Si,2, Rafael Uribe Uribe,Palermo Sur Los Arrayanes,0,2805,69
2784,150000000,46,3.0,2,Si,2, Ciudad Bolívar,Rincón Del Diamante,0,3591,156
2785,135000000,108,4.0,2,No,2, Usme,Bellavista II Sector,0,1646,51
2786,165000000,77,3.0,1,No,2, Ciudad Bolívar,Torrelli,3132656456,3591,156
2787,270000000,225,7.0,4,No,2, Usme,Brasilia Sur,3008548200,1646,51
2788,135000000,144,5.0,2,No,1, Usme,Alfonso López Sector Charala,0,1646,51
2789,105000000,52,3.0,1,,2, Rafael Uribe Uribe,San Cayetano,3102854334,2805,69
2790,210000000,70,6.0,2,,2, San Cristóbal,La Victoria II Sector,0,2365,48
2791,28000000,60,3.0,1,No,2, Rafael Uribe Uribe,Los Molinos I Sector,0,2805,69
2792,135000000,43,2.0,1,Si,1, Usme,Santa Librada,3142643038,1646,51
2793,415000000,72,10.0,5,No,2, Usme,Chicó Sur II Sector,0,1646,51
2794,150000000,205,6.0,3,Si,1, San Cristóbal,Malvinas,3182826551,2365,48
2795,80000000,41,2.0,1,,2, San Cristóbal,La Arboleda,0,2365,48
2796,75000000,40,3.0,1,Si,2, Rafael Uribe Uribe,Los Molinos II Sector,0,2805,69
2797,140000000,41,2.0,1,Si,2, Usme,Centro Usme,0,1646,51
2798,300000000,72,5.0,2,Si,2, Usme,El Cortijo,0,1646,51
2799,3200000000,356,4.0,4,,6, Usme,Bulevar Del Sur,3176682487,1646,51
2800,450000000,160,10.0,4,,3, Tunjuelito,Abraham Lincoln,3102614666,1736,21
2801,294000000,42,1.0,1,,4, Usme,Danubio Azul,0,1646,51
2802,220000000,260,9.0,4,No,2, San Cristóbal,La Gloria,0,2365,48
2803,640000000,81,1.0,1,,6, San Cristóbal,Urbanización Nueva Roma Oriental Dardanelos,0,2365,48
2804,128000000,43,3.0,2,,2, Ciudad Bolívar,Villa Diana López,3192576301,3591,156
2805,285000000,72,4.0,2,No,2, Rafael Uribe Uribe,Diana Turbay,0,2805,69
2806,250000000,75,5.0,3,No,2, Usme,El Bosque,0,1646,51
2807,84990000,52,3.0,1,Si,1, Ciudad Bolívar,Brazuelos Occidental,3057489416,3591,156
2808,85000000,72,3.0,1,No,1, Usme,El Llano,0,1646,51
2809,60000000,81,3.0,1,No,1, Usme,Daza II Sector,0,1646,51
2810,150000000,60,8.0,3,Si,2, San Cristóbal,Malvinas,0,2365,48
2811,160000000,100,3.0,2,Si,2, Rafael Uribe Uribe,Molinos Del Sur,0,2805,69
2812,135000000,55,3.0,1,Si,2, Usme,Santa Marta II Sector,0,1646,51
2813,150000000,180,8.0,3,No,2, San Cristóbal,Canadá O Guira,0,2365,48
2814,120000000,150,5.0,3,Si,1, Usme,Alaska,0,1646,51
2815,105000000,55,4.0,1,No,2, Rafael Uribe Uribe,Cerros De Oriente,0,2805,69
2816,120000000,110,5.0,2,Si,2, San Cristóbal,San José Sur Oriental,0,2365,48
2817,170000000,78,5.0,2,No,1, Usme,El Virrey Última Etapa,0,1646,51
2818,119000000,140,6.0,2,Si,1, Usme,Tenerife II Sector,0,1646,51
2819,15000000,90,,0,No,1, Usme,Alaska,3143594501,1646,51
2820,180000000,63,4.0,2,,2, San Cristóbal,Canadá San Luís,0,2365,48
2821,200000000,270,7.0,4,,1, Usme,Portal De Oriente,3112315379,1646,51
2822,187000000,144,4.0,3,No,3, Usme,El Líbano,0,1646,51
2823,121000000,48,2.0,1,No,4, Rafael Uribe Uribe,Mirador Los Molinos II Sector,0,2805,69
2824,150000000,58,3.0,2,Si,2, Usme,Nebraska,0,1646,51
2825,35000000,80,4.0,1,No,1, Usme,El Mortiño,0,1646,51
2826,148000000,70,3.0,2,Si,2, Usme,Eucaliptos De La Esperanza,0,1646,51
2827,200000000,72,7.0,2,No,1, Usme,La Reforma,0,1646,51
2828,260000000,60,3.0,1,No,2, Ciudad Bolívar,Sotavento II Sector,3052510420,3591,156
2829,175000000,146,6.0,2,Si,1, Usme,Compostela III,0,1646,51
2830,135000000,612,5.0,2,Si,1, Usme,Villa Rosita,0,1646,51
2831,260000000,81,7.0,4,Si,2, Usme,Gran Yomasa I,3209285652,1646,51
2832,280000000,38,5.0,4,No,2, Usme,Santa Librada Sector La Peña,0,1646,51
2833,480000000,102,6.0,4,Si,2, Usme,Chuniza I,0,1646,51
2834,580000000,129,3.0,3,,6, Usme,Las Flores,0,1646,51
2835,95000000,43,3.0,2,,2, Usme,El Brillante,0,1646,51
2836,130000000,48,2.0,1,No,2, Tunjuelito,Abraham Lincoln,0,1736,21
2837,90000000,44,3.0,1,No,2, Usme,Rosales De Bolonia,3138485909,1646,51
2838,250000000,108,4.0,2,,2, San Cristóbal,Altamira Sector San José,0,2365,48
2839,195000000,243,5.0,3,,2, San Cristóbal,La Gloria Oriental,3112315379,2365,48
2840,140000000,48,3.0,2,,3, Usme,La Andrea,0,1646,51
2841,300000000,288,7.0,4,No,2, Usme,Nueva Costa Rica,0,1646,51
2842,110000000,35,2.0,2,Si,2, San Cristóbal,Valparaíso,0,2365,48
2843,260000000,119,8.0,4,No,1, Ciudad Bolívar,La Estrella Sector Lagos,0,3591,156
2844,400000000,285,8.0,3,,2, Usme,Santa Librada,0,1646,51
2845,230000000,160,3.0,2,Si,2, Usme,Miravalle,0,1646,51
2846,300000000,100,5.0,2,No,2, Usme,La Fortaleza,0,1646,51
2847,100000000,32,4.0,1,Si,2, Usme,El Llano,0,1646,51
2848,400000000,221,9.0,5,Si,2, Rafael Uribe Uribe,Diana Turbay Arrayanes,3195254608,2805,69
2849,230000000,385,10.0,5,No,2, Rafael Uribe Uribe,La Reconquista,0,2805,69
2850,150000000,105,4.0,2,No,2, San Cristóbal,San José Oriental,3138043722,2365,48
2851,185000000,72,3.0,2,No,2, Usme,El Líbano,0,1646,51
2852,170000000,144,5.0,2,No,1, Usme,Nuevo Progreso - El Progreso II Sector,0,1646,51
2853,160000000,200,7.0,4,No,2, Rafael Uribe Uribe,El Portal,0,2805,69
2854,138000000,72,3.0,3,No,2, Usme,Villa Israel,3016436074,1646,51
2855,49800000,42,2.0,1,No,1, San Cristóbal,Juan Rey II,0,2365,48
2856,75000000,72,3.0,2,No,1, Usme,Villa Diana,0,1646,51
2857,250000000,165,7.0,4,,2, San Cristóbal,La Gloria Oriental,0,2365,48
2858,290000000,140,10.0,5,No,2, San Cristóbal,San Martín De Loba,0,2365,48
2859,42000000,78,1.0,1,No,1, Usme,El Paraíso,3108832681,1646,51
2860,230000000,54,5.0,3,,1, San Cristóbal,Las Guacamayas,0,2365,48
2861,100000000,48,3.0,2,,3, Usme,Alfonso López Sector Charala,3009120868,1646,51
2862,350000000,216,6.0,3,Si,2, Rafael Uribe Uribe,Diana Turbay,0,2805,69
2863,220000000,72,6.0,2,No,1, Usme,Antonio José De Sucre I Y II,0,1646,51
2864,95000000,43,3.0,2,No,2, Usme,La María,0,1646,51
2865,130000000,36,3.0,1,,1, Ciudad Bolívar,Urbanización Chicala El Rubí,0,3591,156
2866,10000000,50,2.0,0,No,1, Ciudad Bolívar,El Mochuelo Oriental,0,3591,156
2867,260000000,68,3.0,2,Si,3, Ciudad Bolívar,Urbanización Las Quintas,3105762830,3591,156
2868,350000000,132,10.0,5,Si,2, Rafael Uribe Uribe,San Agustín,0,2805,69
2869,135000000,48,2.0,1,Si,2, Usme,Ciudadela Nuevo Milenio,0,1646,51
2870,2050000000,286,4.0,6,,6, Usme,Eucaliptos De La Esperanza,0,1646,51
2871,280000000,280,5.0,2,,2, San Cristóbal,Altamira,0,2365,48
2872,120000000,52,3.0,2,Si,2, Usme,Marichuela,3152793751,1646,51
2873,480000000,679,10.0,6,,2, San Cristóbal,El Rincón De La Victoria Bellavista,3112315379,2365,48
2874,230000000,109,3.0,2,,2, Usme,Casa Rey,0,1646,51
2875,150000000,72,6.0,3,No,1, Usme,El Portal II Etapa,0,1646,51
2876,160000000,35012,3.0,2,No,2, Usme,La Aurora,0,1646,51
2877,10000000,200,5.0,4,No,2, San Cristóbal,Urbanización El Rodeo,0,2365,48
2878,2850000000,325,2.0,4,,6, Usme,Chuniza I,0,1646,51
2879,145000000,72,4.0,2,No,2, Ciudad Bolívar,Urbanización Mirador Del Rey,0,3591,156
2880,145000000,65,1.0,1,Si,2, Usme,La Fortaleza,0,1646,51
2881,180000000,72,3.0,3,No,1, Usme,Brisas Del Llano,0,1646,51
2882,120000000,42,2.0,1,Si,1, Usme,Gran Yomasa,3204002948,1646,51
2883,280000000,207,6.0,3,Si,2, Usme,Chuniza I,0,1646,51
2884,100000000,51,3.0,1,Si,2, San Cristóbal,Nueva Delhi,0,2365,48
2885,260000000,192,9.0,3,No,2, Usme,Tenerife,3147747673,1646,51
2886,260000000,144,5.0,2,No,2, Usme,Bulevar Del Sur,0,1646,51
2887,230000000,260,9.0,3,No,2, Usme,Gran Yomasa I,3013155245,1646,51
2888,300000000,288,10.0,4,Si,1, Usme,Comuneros,0,1646,51
2889,120000000,75,4.0,1,Si,2, Rafael Uribe Uribe,Molinos Del Sur,0,2805,69
2890,12345690,220,6.0,3,No,1, Usme,Danubio Azul,0,1646,51
2891,85000000,70,2.0,1,,2, Ciudad Bolívar,México III Sector,0,3591,156
2892,134000000,56,4.0,2,No,2, Usme,Marichuela,0,1646,51
2893,200000000,142,7.0,3,Si,2, San Cristóbal,Los Libertadores Sector El Tesoro,3102791193,2365,48
2894,300000000,80,7.0,3,Si,1, Ciudad Bolívar,Estrella Del Sur,3115772766,3591,156
2895,210000000,112,4.0,3,No,2, Usme,La Aurora,3016518950,1646,51
2896,142000000,66,4.0,3,Si,2, Usme,Panorama,0,1646,51
2897,149000000,84,3.0,1,No,2, Usme,Chuniza I,0,1646,51
2898,80000000,46,2.0,1,No,2, Usme,Centro Usme,0,1646,51
2899,120000000,200,6.0,2,No,1, Ciudad Bolívar,Estrella De María,3114661010,3591,156
2900,280000000,38,4.0,3,No,2, Usme,Miravalle,0,1646,51
2901,300000000,3400,3.0,1,Si,1, San Cristóbal,Juan Rey II,0,2365,48
2902,210000000,72,8.0,2,Si,1, Usme,Doña Liliana,3229274060,1646,51
2903,170000000,144,5.0,2,Si,1, Usme,Villa Alemania,0,1646,51
2904,119000000,143,5.0,2,No,1, Ciudad Bolívar,La Serranía - Buenavista Sector A,0,3591,156
2905,200000000,200,7.0,3,No,2, San Cristóbal,Canadá La Guira II Sector,3133057098,2365,48
2906,150000000,150,5.0,3,No,3, Usme,La Aurora,0,1646,51
2907,95000000,49,3.0,2,No,2, Usme,Ciudadela De Usme La Esperanza I Etapa,0,1646,51
2908,120000000,50,2.0,2,,2, Rafael Uribe Uribe,San Cayetano,0,2805,69
2909,500000000,183,6.0,5,,2, Usme,Tenerife II Sector,0,1646,51
2910,90000000,53,3.0,1,Si,2, Usme,Marichuela III Sector,0,1646,51
2911,180000000,25,5.0,2,No,2, Usme,La Aurora,0,1646,51
2912,155000000,100,6.0,2,No,2, San Cristóbal,La Gloria,0,2365,48
2913,82000000,87,3.0,2,Si,2, Usme,Brazuelos,0,1646,51
2914,170000000,84,7.0,3,No,3, Usme,El Bosque Sur Oriental,3202047256,1646,51
2915,75000000,48,3.0,1,No,2, Rafael Uribe Uribe,Los Molinos II Sector,0,2805,69
2916,230000000,214,7.0,3,Si,1, Usme,Alfonso López Sector El Progreso,0,1646,51
2917,230000000,200,3.0,4,,2, Rafael Uribe Uribe,Marruecos II Sector,0,2805,69
2918,220000000,85,5.0,3,,2, Usme,El Líbano,3222686411,1646,51
2919,135000000,73,4.0,2,,3, Usme,San Juan Bautista,0,1646,51
2920,199900000,160,8.0,2,,2, Usme,Monteblanco,0,1646,51
2921,385000000,110,3.0,3,Si,4, Usme,El Bosque Sur Oriental,0,1646,51
2922,83000000,70,2.0,1,No,1, Ciudad Bolívar,Acapulco I,0,3591,156
2923,110000000,40,3.0,1,Si,2, Usme,Centro Usme,0,1646,51
2924,370000000,427,6.0,8,Si,3, Rafael Uribe Uribe,Mirador Los Molinos II Sector,0,2805,69
2925,85000000,320,3.0,1,Si,2, San Cristóbal,La Belleza,3125894495,2365,48
2926,80000000,43,3.0,1,No,2, Rafael Uribe Uribe,Marruecos,0,2805,69
2927,175000000,112,3.0,2,No,2, Tunjuelito,Abraham Lincoln,0,1736,21
2928,230000000,160,6.0,2,Si,2, Usme,Betania,0,1646,51
2929,90000000,60,3.0,1,No,1, Usme,Quintas De Plan Social,0,1646,51
2930,350000000,73,8.0,5,No,2, Rafael Uribe Uribe,Marruecos,0,2805,69
2931,90000000,42,3.0,1,Si,2, Usme,Urbanización Saron,3115177493,1646,51
2932,36000000,70,2.0,1,No,1, Ciudad Bolívar,Lucero Bajo,0,3591,156
2933,250000000,174,5.0,3,Si,2, Usme,Monteblanco,0,1646,51
2934,95000000,49,3.0,1,No,2, Usme,La Fiscala,0,1646,51
2935,150000000,55,3.0,2,No,2, Usme,Gran Yomasa,0,1646,51
2936,110000000,72,2.0,1,Si,1, Usme,Antonio José De Sucre I Y II,0,1646,51
2937,116500000,51,3.0,1,,1, Usme,Granjas De San Pedro,3183588089,1646,51
2938,100000000,42,2.0,1,,2, Usme,Urbanización Saron,0,1646,51
2939,95000000,65,2.0,1,,2, Usme,El Bosque Sur Oriental,0,1646,51
2940,130000000,56,3.0,2,No,2, Usme,Nebraska,0,1646,51
2941,235000000,180,5.0,3,Si,2, Rafael Uribe Uribe,La Reconquista (villa Esther),0,2805,69
2942,220000000,25,7.0,1,Si,2, Rafael Uribe Uribe,Diana Turbay - San Agustín,0,2805,69
2943,150000000,60,3.0,1,No,2, Rafael Uribe Uribe,Villa Morales,0,2805,69
2944,140000000,74,3.0,2,No,2, Rafael Uribe Uribe,Govarova II,3134433798,2805,69
2945,80000000,72,4.0,1,No,1, Ciudad Bolívar,Arabia II Sector,0,3591,156
2946,130000000,59,2.0,2,No,2, San Cristóbal,La Victoria,3144065838,2365,48
2947,130000000,78,3.0,1,No,2, Usme,Centro Usme,30457630,1646,51
2948,120000000,43,3.0,1,Si,1, Usme,Bolonia,0,1646,51
2949,230000000,72,6.0,3,No,1, Usme,Danubio Azul,0,1646,51
2950,129500000,144,5.0,3,No,2, San Cristóbal,El Pinar,0,2365,48
2951,145000000,106,4.0,2,Si,2, Usme,El Líbano,0,1646,51
2952,1400000000,86500,2.0,1,,3, Ciudad Bolívar,Mochuelo Alto,0,3591,156
2953,160000000,147,6.0,4,Si,1, Usme,Danubio Azul,0,1646,51
2954,165000000,612,5.0,2,Si,2, Usme,Alfonso López Sector Charala,0,1646,51
2955,110000000,58,2.0,2,Si,2, Usme,Rosales De Bolonia,0,1646,51
2956,95000000,43,3.0,1,No,2, Rafael Uribe Uribe,Los Molinos I Sector,3102664105,2805,69
2957,130000000,50,3.0,1,Si,2, Rafael Uribe Uribe,Callejón De Santa Bárbara III Etapa,3202409742,2805,69
2958,130000000,72,3.0,2,No,2, Rafael Uribe Uribe,Marruecos,0,2805,69
2959,10000000,10,9.0,3,,3, Usme,Granjas De San Pedro Santa Librada,0,1646,51
2960,145000000,62,3.0,1,No,2, Usme,Bellavista II Sector,0,1646,51
2961,185000000,81,10.0,5,Si,1, Ciudad Bolívar,Urbanización Las Quintas Del Sur,0,3591,156
2962,185000000,216,9.0,4,No,2, Rafael Uribe Uribe,Los Molinos Parcelación 80 Y 81,0,2805,69
2963,310000000,200,10.0,4,No,2, Rafael Uribe Uribe,Los Molinos II Sector,0,2805,69
2964,263000000,216,7.0,3,Si,1, Usme,Chuniza,0,1646,51
2965,23000000,30,1.0,0,No,2, Usme,Germinar I La Fiscala Alta,0,1646,51
2966,65000000,72,2.0,1,No,1, Usme,Santa Librada,0,1646,51
2967,138000000,193,5.0,2,No,1, San Cristóbal,Quindío II Sector,0,2365,48
2968,145000000,48,2.0,2,No,2, Usme,Santa Marta II Sector,0,1646,51
2969,130000000,57,3.0,1,No,2, Usme,Granjas De San Pedro,3114614701,1646,51
2970,250000000,143,6.0,2,No,2, Usme,Bulevar Del Sur,0,1646,51
2971,80000000,60,3.0,1,No,1, Rafael Uribe Uribe,Los Arrayanes II,0,2805,69
2972,148000000,56,3.0,2,Si,2, Usme,Santa Marta II Sector,0,1646,51
2973,110000000,25,1.0,1,Si,1, Usme,Brisas Del Llano,3124043152,1646,51
2974,150000000,132,4.0,2,No,2, San Cristóbal,La Gloria Oriental,3208555208,2365,48
2975,60000000,30,2.0,1,Si,2, San Cristóbal,Juan Rey,0,2365,48
2976,250000000,50,8.0,4,Si,2, Usme,Santa Librada Sector La Peña,0,1646,51
2977,89900000,48,3.0,1,,2, Usme,El Llano,3009120868,1646,51
2978,500000000,288,10.0,6,No,1, Usme,El Triángulo,3115057395,1646,51
2979,180000000,72,6.0,3,No,1, Ciudad Bolívar,Urbanización Las Quintas Del Sur,0,3591,156
2980,380000000,210,8.0,4,Si,2, San Cristóbal,San Martín De Loba,3173733861,2365,48
2981,130000000,150,6.0,2,Si,1, Ciudad Bolívar,El Recuerdo Sur,0,3591,156
2982,230000000,170,8.0,4,Si,1, Usme,Alfonso López Sector Charala,0,1646,51
2983,140000000,122,4.0,2,Si,1, Ciudad Bolívar,La Serranía - Buenavista Sector A,0,3591,156
2984,180000000,72,10.0,5,No,1, Usme,Antonio José De Sucre I Y II,0,1646,51
2985,700000000,74,2.0,2,,6, Usme,Quintas De Plan Social,0,1646,51
2986,150000000,73,4.0,2,No,2, Usme,Chuniza I,0,1646,51
2987,170000000,210,6.0,4,Si,1, Usme,Villa Alemania,0,1646,51
2988,110000000,130,4.0,2,Si,2, San Cristóbal,San José Sur Oriental,3223354366,2365,48
2989,8000000000,50,2.0,1,Si,1, Ciudad Bolívar,El Recuerdo Sur,0,3591,156
2990,160000000,72,4.0,2,,3, Usme,Marichuela,0,1646,51
2991,135000000,90,4.0,2,,2, Usme,El Cortijo,0,1646,51
2992,240000000,288,7.0,3,,1, Usme,Chuniza I,3002250506,1646,51
2993,170000000,144,4.0,2,,2, Usme,La Perla,3002250506,1646,51
2994,120000000,57,3.0,1,No,2, Usme,Chuniza,0,1646,51
2995,235000000,258,2.0,2,,1, Ciudad Bolívar,Urbanización Las Quintas,0,3591,156
2996,170000000,59,3.0,1,Si,2, Usme,Nuevo San Andrés De Los Altos,0,1646,51
2997,120000000,53,2.0,1,No,2, Usme,Chuniza I,0,1646,51
2998,130000000,72,5.0,2,No,2, Rafael Uribe Uribe,Palermo Sur San Marcos,0,2805,69
2999,210000000,108,6.0,5,Si,2, Usme,Betania,3125426767,1646,51
3000,140000000,150,3.0,3,No,2, San Cristóbal,La Península,0,2365,48
3001,135000000,120,4.0,2,No,1, Usme,El Refugio I Y II,0,1646,51
3002,20000000,25,1.0,0,No,2, Usme,Germinar I La Fiscala Alta,3115929520,1646,51
3003,35000000,72,1.0,0,No,1, Usme,Juan José Rondon,0,1646,51
3004,170000000,73,6.0,3,No,1, Usme,Nuevo San Luís,0,1646,51
3005,40000000,72,3.0,1,No,1, Usme,Compostela II,0,1646,51
3006,140000000,46,3.0,1,No,3, Usme,Panorama,0,1646,51
3007,280000000,26,3.0,4,No,2, Usme,La Andrea,0,1646,51
3008,150000000,144,3.0,2,Si,2, San Cristóbal,Canadá La Guira II Sector,0,2365,48
3009,160000000,72,3.0,2,Si,2, Usme,Ciudadela Nuevo Milenio,0,1646,51
3010,249990000,240,7.0,3,No,2, Usme,La Aurora,0,1646,51
3011,99000000,53,3.0,1,Si,2, Usme,Tenerife II Sector,3232212770,1646,51
3012,95000000,55,2.0,1,No,2, Usme,Chapinerito,0,1646,51
3013,106000000,52,3.0,1,,2, Rafael Uribe Uribe,Marruecos,0,2805,69
3014,76000000,40,3.0,1,,2, Usme,Santa Librada,0,1646,51
3015,250000000,144,5.0,2,Si,2, Usme,Chuniza,0,1646,51
3016,98000000,42,2.0,1,,2, Ciudad Bolívar,Monterrey,0,3591,156
3017,75000000,25,3.0,2,Si,2, Usme,Tenerife II Sector,3132630009,1646,51
3018,220000000,120,5.0,3,No,2, Ciudad Bolívar,Urbanización Las Quintas Del Sur,3213254592,3591,156
3019,245000000,1,6.0,2,No,2, Rafael Uribe Uribe,Diana Turbay - San Agustín,3142922465,2805,69
3020,150000000,64,3.0,2,No,2, San Cristóbal,La Sierra,3153449439,2365,48
3021,110000000,72,2.0,1,No,2, Usme,Chuniza,0,1646,51
3022,98000000,45,3.0,1,No,2, Rafael Uribe Uribe,Cerros De Oriente,3114545485,2805,69
3023,205000000,205,8.0,4,Si,1, Usme,El Uval II Sector,0,1646,51
3024,110000000,90,3.0,1,No,2, Usme,El Líbano,0,1646,51
3025,95000000,46,2.0,1,,2, Usme,El Uval II Sector,0,1646,51
3026,130000000,30,3.0,2,Si,2, Usme,El Llano,0,1646,51
3027,56000000,72,2.0,1,No,1, Usme,Puerta Al Llano II,3132754319,1646,51
3028,156000000,52,3.0,1,No,2, Usme,Tenerife II Sector,0,1646,51
3029,125000000,100,5.0,1,No,2, Usme,Orquídea Del Sur II Sector,3132211178,1646,51
3030,405000000,93,3.0,3,,4, Ciudad Bolívar,Acapulco I,0,3591,156
3031,95000000,46,3.0,1,,3, Usme,Ciudadela De Usme La Esperanza I Etapa,3009120868,1646,51
3032,175000000,192,2.0,2,,2, Usme,Las Violetas,0,1646,51
3033,48000000,55,1.0,1,Si,1, Ciudad Bolívar,Republica De Canadá,0,3591,156
3034,121000000,52,3.0,2,No,2, Usme,Marichuela II Etapa,0,1646,51
3035,130000000,58,2.0,1,No,2, Usme,Tenerife II Sector,0,1646,51
3036,270000000,132,5.0,4,Si,2, Ciudad Bolívar,Inés Elvira,0,3591,156
3037,70000000,42,2.0,2,Si,2, Usme,Urbanización Saron,0,1646,51
3038,50000000,62,3.0,1,No,1, Ciudad Bolívar,La Estrella Sector Lagos,3102916341,3591,156
3039,75000000,38,2.0,1,Si,2, Usme,Buenos Aires,0,1646,51
3040,370000000,210,7.0,3,No,2, Rafael Uribe Uribe,Los Molinos I Sector,3133749396,2805,69
3041,200000000,112,5.0,1,No,2, Usme,Santa Martha,0,1646,51
3042,180000000,377,6.0,2,Si,2, San Cristóbal,Valparaíso,0,2365,48
3043,100000000,60,5.0,2,No,2, Ciudad Bolívar,Cedritos Del Sur III,0,3591,156
3044,100000000,49,2.0,1,Si,2, Usme,El Bosque Sur Oriental,0,1646,51
3045,150000000,98,5.0,2,No,1, Usme,Usminia,0,1646,51
3046,115000000,48,4.0,2,No,2, San Cristóbal,Urbanización Las Gaviotas,0,2365,48
3047,115000000,44,2.0,1,Si,1, Usme,Villa Alemania,0,1646,51
3048,280000000,72,6.0,4,,2, Usme,La Aurora,3222686411,1646,51
3049,95000000,60,2.0,1,No,2, San Cristóbal,Urbanización Villa Del Cerro,0,2365,48
3050,130000000,91,2.0,1,Si,3, Usme,Casaloma,0,1646,51
3051,350000000,126,8.0,5,No,2, San Cristóbal,La Belleza,3107370170,2365,48
3052,125000000,37,2.0,1,,2, Usme,Ciudadela Nuevo Milenio,0,1646,51
3053,1050000000,177,3.0,3,,6, Usme,El Jordán,0,1646,51
3054,4000000000,326,3.0,3,,6, Usme,Arizona,0,1646,51
3055,150000000,72,4.0,2,No,3, Usme,Tocaimita Sur,0,1646,51
3056,120000000,135,2.0,2,Si,2, San Cristóbal,Los Libertadores Sector La Colina,0,2365,48
3057,16000000,50,,0,No,1, Ciudad Bolívar,Arabia,0,3591,156
3058,399999999,59,1.0,2,,4, Usme,Panorama,0,1646,51
3059,395000000,100,3.0,2,,4, Rafael Uribe Uribe,Molinos Del Sur,0,2805,69
3060,940000000,189,4.0,3,,5, Ciudad Bolívar,La Alameda,0,3591,156
3061,120000000,40,2.0,1,,2, Usme,Ciudadela Nuevo Milenio,0,1646,51
3062,1250000000,146,2.0,3,,6, Usme,Quintas De Plan Social,0,1646,51
3063,2500000000,283,3.0,5,,6, Usme,La Fortaleza,3138168705,1646,51
3064,200000000,144,6.0,2,Si,2, Usme,El Paraíso,0,1646,51
3065,100000000,48,2.0,1,No,2, Usme,El Bosque Sur Oriental,3202941899,1646,51
3066,220000000,72,5.0,2,No,1, Usme,Las Mercedes,3214193245,1646,51
3067,178000000,153,3.0,2,No,2, San Cristóbal,Los Puentes,3134660028,2365,48
3068,420000000,76,5.0,3,No,2, Usme,Monteblanco,0,1646,51
3069,130000000,90,4.0,2,Si,2, San Cristóbal,Juan Rey,0,2365,48
3070,880000000,113,2.0,3,,6, Usme,El Virrey,0,1646,51
3071,520000000,193,10.0,7,,2, Rafael Uribe Uribe,Mirador Los Molinos II Sector,0,2805,69
3072,85000000,72,3.0,2,No,2, San Cristóbal,El Oasis Del Sur,0,2365,48
3073,75000000,45,2.0,2,Si,2, Usme,El Pedregal La Lira,0,1646,51
3074,97000000,43,2.0,2,Si,2, Usme,Urbanización Saron,3138321351,1646,51
3075,450000000,290,9.0,5,Si,2, Ciudad Bolívar,La Alameda II Sector,0,3591,156
3076,55000000,47,3.0,1,No,1, San Cristóbal,Villa Aurora,0,2365,48
